last contact date,age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,target
2008-04-16,26,technician,married,,no,-277,yes,no,cellular,1018,2,-1,0,,no
2010-05-07,53,blue-collar,married,secondary,no,0,yes,no,cellular,407,2,-1,0,,no
2009-08-07,34,technician,single,secondary,no,649,no,no,cellular,124,3,-1,0,,no
2009-11-20,31,admin.,married,secondary,no,3052,yes,yes,cellular,115,2,177,2,failure,no
2010-08-06,43,management,married,tertiary,no,136,no,no,cellular,120,2,-1,0,,no
2008-11-18,45,management,married,tertiary,no,0,no,no,cellular,179,2,-1,0,,no
2009-01-29,47,management,married,secondary,no,1144,no,yes,cellular,324,1,-1,0,,no
2009-02-09,27,unemployed,single,secondary,no,1301,no,no,cellular,817,5,-1,0,,no
2009-06-18,30,management,single,tertiary,no,8535,no,no,cellular,393,2,-1,0,,yes
2008-12-10,28,management,single,tertiary,no,1351,no,no,cellular,267,1,-1,0,,no
2008-09-06,81,self-employed,single,tertiary,yes,83728,yes,yes,telephone,728,45,2,208,other,yes
2008-01-25,41,entrepreneur,single,primary,yes,66445,yes,no,cellular,2038,61,93,39,success,yes
2009-05-14,40,technician,single,secondary,no,277,yes,no,,274,2,-1,0,,no
2009-05-11,37,services,married,secondary,no,321,yes,no,cellular,222,2,300,2,failure,no
2009-02-04,28,admin.,married,secondary,no,358,no,no,cellular,220,1,-1,0,,no
2009-05-30,50,self-employed,married,secondary,no,-465,yes,no,,42,11,-1,0,,no
2008-08-12,32,services,married,secondary,no,386,no,no,cellular,305,3,104,1,failure,no
2009-06-16,35,blue-collar,married,,no,75,yes,no,,169,1,-1,0,,no
2010-05-28,35,services,single,secondary,no,1227,yes,yes,,283,3,-1,0,,no
2008-05-29,40,technician,single,primary,no,340,yes,no,,146,1,-1,0,,no
2009-06-05,34,blue-collar,single,secondary,no,215,no,no,cellular,329,1,94,3,success,no
2008-05-25,36,technician,married,tertiary,no,911,yes,yes,cellular,117,2,21,3,failure,yes
2009-05-16,35,management,single,tertiary,no,205,yes,no,,512,1,-1,0,,no
2009-07-30,51,retired,divorced,primary,no,1193,yes,no,cellular,85,2,-1,0,,no
2010-04-17,48,technician,single,secondary,no,540,yes,no,cellular,106,1,-1,0,,no
2009-08-20,56,blue-collar,married,secondary,no,300,no,no,cellular,184,3,-1,0,,no
2008-12-17,66,self-employed,divorced,secondary,yes,28628,no,yes,telephone,4565,14,22,238,success,no
2009-01-24,19,unemployed,single,primary,yes,87098,yes,no,telephone,943,29,481,215,other,no
2008-05-27,32,blue-collar,single,secondary,no,106,yes,no,,1224,8,-1,0,,no
2010-07-17,34,management,married,tertiary,no,11,yes,no,cellular,654,1,-1,0,,no
2010-07-11,41,admin.,married,secondary,no,488,no,yes,telephone,178,2,-1,0,,no
2009-04-27,54,admin.,married,secondary,no,276,yes,yes,cellular,66,1,-1,0,,no
2009-02-02,55,management,divorced,tertiary,no,-207,no,no,cellular,211,1,-1,0,,no
2008-02-03,34,technician,married,secondary,no,883,no,no,telephone,166,2,173,3,failure,no
2010-05-14,37,admin.,divorced,secondary,no,-113,yes,no,,5,2,-1,0,,no
2010-07-28,36,management,single,tertiary,no,13315,no,no,cellular,43,8,-1,0,,no
2010-08-21,34,technician,single,tertiary,no,0,no,no,cellular,121,2,-1,0,,no
2010-07-24,45,services,divorced,secondary,no,138,no,no,telephone,279,11,-1,0,,no
2008-07-31,51,self-employed,married,tertiary,no,833,no,no,cellular,77,3,-1,0,,no
2008-05-04,29,services,single,tertiary,no,8947,yes,no,cellular,535,2,-1,0,,no
2010-05-08,33,services,married,secondary,no,-232,yes,no,,208,1,-1,0,,no
2008-09-15,23,entrepreneur,single,secondary,no,32111,no,no,telephone,2946,59,253,3,failure,yes
2010-11-02,58,admin.,married,secondary,no,2777,yes,no,telephone,214,3,-1,0,,no
2010-06-20,60,blue-collar,married,primary,no,703,no,no,,24,7,-1,0,,no
2009-05-12,40,services,divorced,secondary,no,209,yes,no,cellular,302,2,344,3,other,no
2009-06-03,59,management,married,tertiary,no,202,yes,no,,128,6,-1,0,,no
2008-04-17,36,admin.,divorced,primary,no,1127,yes,no,cellular,625,3,-1,0,,no
2010-07-26,56,retired,married,secondary,no,393,no,yes,cellular,183,1,221,2,failure,yes
2008-12-23,77,housemaid,divorced,secondary,no,60189,no,no,cellular,495,9,779,272,success,yes
2009-10-16,43,self-employed,divorced,secondary,no,11945,yes,no,telephone,3273,2,100,271,failure,yes
2009-06-20,43,services,single,tertiary,no,126,yes,no,,351,2,-1,0,,no
2010-12-28,65,unemployed,divorced,secondary,yes,49429,no,yes,telephone,4056,10,166,148,other,no
2009-08-08,46,blue-collar,married,secondary,no,438,no,no,cellular,262,5,-1,0,,no
2009-08-21,52,admin.,married,tertiary,no,17,no,no,cellular,97,4,-1,0,,no
2010-08-28,51,admin.,married,tertiary,no,26,yes,no,telephone,51,3,-1,0,,no
2009-10-29,26,admin.,single,secondary,no,338,no,no,cellular,209,1,188,2,,yes
2008-06-05,38,management,married,secondary,no,1574,no,no,,636,1,-1,0,,no
2010-11-08,28,student,single,secondary,no,970,no,no,cellular,137,1,96,1,failure,no
2010-05-30,42,management,married,tertiary,no,2440,yes,no,,199,2,-1,0,,no
2010-08-26,30,technician,single,secondary,no,9645,no,yes,cellular,130,10,-1,0,,no
2008-11-20,35,blue-collar,divorced,secondary,no,3102,yes,no,cellular,138,1,-1,0,,no
2010-05-21,38,services,single,primary,no,471,yes,no,,180,1,-1,0,,no
2008-07-28,59,blue-collar,married,secondary,no,149,no,yes,telephone,313,16,-1,0,,no
2009-05-16,29,services,married,tertiary,no,62,yes,yes,,280,2,-1,0,,no
2009-04-17,36,blue-collar,single,secondary,no,275,yes,no,cellular,89,1,332,2,failure,no
2010-07-18,33,management,married,tertiary,no,3,yes,no,cellular,163,7,-1,0,,no
2008-04-07,63,retired,married,secondary,no,2734,no,no,cellular,72,5,-1,0,,no
2008-07-09,50,technician,married,secondary,no,20,yes,no,cellular,95,1,-1,0,,no
2009-07-08,33,services,single,secondary,no,969,no,no,telephone,107,3,-1,0,,no
2009-05-28,34,blue-collar,married,secondary,no,261,yes,no,,611,3,-1,0,,no
2010-06-18,43,admin.,married,,no,3485,no,no,,113,1,-1,0,,no
2008-10-03,90,unemployed,divorced,secondary,yes,77880,yes,no,cellular,4109,38,466,183,other,yes
2009-05-15,56,entrepreneur,married,tertiary,no,-124,yes,no,,374,5,-1,0,,no
2009-02-04,53,management,married,tertiary,no,20772,no,no,cellular,715,1,-1,0,,no
2009-08-19,36,technician,married,tertiary,no,60,no,no,cellular,209,2,-1,0,,no
2010-07-31,40,admin.,married,secondary,no,1412,no,no,cellular,48,3,-1,0,,no
2009-05-05,34,technician,married,secondary,no,51,yes,no,,19,2,-1,0,,no
2010-07-23,28,services,single,secondary,no,525,no,no,cellular,81,1,-1,0,,no
2010-06-04,36,blue-collar,married,secondary,no,138,yes,no,,84,3,-1,0,,no
2008-06-16,37,services,married,secondary,no,40,no,no,,42,3,-1,0,,no
2009-08-05,35,management,divorced,tertiary,no,473,no,yes,cellular,37,2,-1,0,,no
2010-04-17,31,blue-collar,single,secondary,no,144,yes,no,cellular,370,3,-1,0,,no
2009-09-06,53,student,married,primary,no,68742,yes,yes,cellular,1826,33,350,265,success,yes
2008-06-06,39,,single,secondary,no,0,no,no,,188,1,-1,0,,no
2010-06-11,59,management,married,tertiary,no,1574,no,no,,181,1,-1,0,,no
2010-04-16,31,admin.,single,secondary,no,68,yes,no,cellular,570,2,-1,0,,no
2008-11-18,37,entrepreneur,divorced,tertiary,no,66,no,no,cellular,1164,2,-1,0,,yes
2008-10-27,74,student,married,tertiary,no,39715,yes,no,telephone,4861,62,542,43,other,no
2008-06-01,55,blue-collar,married,secondary,no,16873,no,no,cellular,78,2,-1,0,,no
2008-05-08,38,admin.,divorced,secondary,no,859,yes,yes,cellular,52,1,302,4,failure,no
2008-11-20,32,blue-collar,single,primary,no,1959,no,no,cellular,348,3,-1,0,,no
2008-06-06,32,self-employed,married,tertiary,no,189,yes,no,,106,2,-1,0,,no
2010-02-13,64,technician,married,secondary,no,1473,yes,no,cellular,121,2,-1,0,,no
2008-05-20,57,management,married,tertiary,no,0,yes,yes,,107,2,-1,0,,no
2009-06-20,47,management,married,tertiary,no,33,yes,yes,,14,25,-1,0,,no
2008-07-18,40,technician,married,tertiary,no,5152,yes,yes,cellular,121,2,-1,0,,no
2010-05-29,30,blue-collar,married,primary,no,179,yes,no,,764,2,-1,0,,no
2009-05-15,56,blue-collar,divorced,primary,no,5041,yes,no,,158,1,-1,0,,no
2010-05-04,28,blue-collar,married,primary,no,-65,yes,no,cellular,90,4,-1,0,,no
2009-05-13,39,services,married,primary,no,276,yes,yes,cellular,628,1,-1,0,,no
2008-06-17,40,admin.,married,primary,no,0,yes,no,,77,1,-1,0,,no
2009-07-18,31,admin.,married,secondary,no,212,yes,no,cellular,191,3,-1,0,,no
2010-08-20,50,admin.,married,secondary,no,242,yes,no,cellular,69,4,-1,0,,no
2009-07-15,41,blue-collar,married,secondary,no,514,no,yes,telephone,321,3,-1,0,,no
2010-03-12,33,entrepreneur,divorced,tertiary,yes,100058,no,yes,telephone,908,51,235,207,other,no
2008-05-27,28,management,single,tertiary,no,939,yes,no,,740,1,-1,0,,yes
2010-04-17,35,management,single,tertiary,no,397,yes,no,cellular,594,1,-1,0,,yes
2009-07-23,39,blue-collar,married,secondary,no,1508,no,no,cellular,281,1,-1,0,,no
2009-06-03,33,services,married,secondary,no,34,yes,yes,,161,1,-1,0,,no
2008-08-12,41,technician,divorced,secondary,no,1631,yes,no,cellular,173,2,-1,0,,no
2008-06-11,59,technician,married,tertiary,no,4445,no,no,,96,7,-1,0,,no
2009-05-19,60,management,divorced,tertiary,no,2589,yes,no,,134,2,-1,0,,no
2010-05-18,48,services,divorced,secondary,no,142,yes,no,cellular,11,10,-1,0,,no
2010-05-19,28,management,single,tertiary,no,3238,yes,no,,7,1,-1,0,,no
2008-11-18,47,management,married,secondary,no,21,yes,no,cellular,229,2,-1,0,,no
2008-09-15,63,self-employed,single,primary,yes,20135,yes,no,cellular,1250,41,541,229,failure,no
2010-11-18,36,entrepreneur,divorced,tertiary,no,299,yes,no,cellular,583,2,-1,0,,no
2008-02-10,34,admin.,married,secondary,no,0,yes,no,cellular,97,1,85,1,failure,yes
2009-04-30,30,technician,single,tertiary,no,1185,yes,no,cellular,284,1,339,1,failure,no
2009-02-16,44,admin.,married,tertiary,no,348,yes,yes,cellular,170,2,-1,0,,yes
2008-12-07,61,management,married,tertiary,no,0,yes,yes,cellular,85,2,-1,0,,no
2009-08-11,52,technician,married,secondary,no,989,no,no,cellular,356,1,-1,0,,no
2008-09-20,66,student,single,primary,no,62041,no,no,cellular,1869,22,352,124,failure,no
2009-11-16,37,management,married,tertiary,no,1428,no,no,cellular,333,2,-1,0,,no
2010-05-06,33,management,single,tertiary,no,4835,no,no,cellular,362,2,-1,0,,no
2009-11-18,37,technician,married,secondary,no,712,yes,no,cellular,291,2,-1,0,,no
2008-11-17,45,management,married,tertiary,no,77,yes,no,cellular,59,1,-1,0,,no
2009-08-06,50,management,divorced,secondary,no,535,no,no,cellular,102,2,-1,0,,no
2009-06-12,55,admin.,married,secondary,no,3664,no,yes,,423,2,-1,0,,no
2009-06-23,55,retired,divorced,primary,no,1420,no,no,,655,4,-1,0,,no
2008-07-07,27,management,single,tertiary,no,338,no,yes,cellular,535,1,-1,0,,no
2009-07-10,57,services,divorced,secondary,no,334,yes,no,cellular,356,1,-1,0,,no
2008-08-13,32,technician,single,secondary,no,493,no,no,cellular,289,2,-1,0,,no
2009-04-30,48,unemployed,married,secondary,no,11371,yes,no,cellular,249,1,86,3,failure,no
2009-02-18,29,management,single,tertiary,no,15459,no,no,cellular,264,7,-1,0,,yes
2009-05-15,25,technician,single,tertiary,no,468,yes,no,,147,1,-1,0,,no
2009-05-21,33,services,single,secondary,no,189,no,no,,27,10,-1,0,,no
2010-05-27,32,blue-collar,married,primary,no,902,yes,no,,106,2,-1,0,,no
2008-07-23,25,admin.,married,secondary,no,789,yes,no,cellular,202,1,-1,0,,no
2008-06-16,59,blue-collar,married,secondary,no,969,no,no,,270,1,-1,0,,no
2009-07-31,37,blue-collar,married,secondary,no,298,yes,no,cellular,10,6,-1,0,,no
2009-11-19,39,management,married,tertiary,no,12855,yes,no,cellular,108,4,173,1,failure,no
2008-03-22,21,entrepreneur,divorced,primary,no,8600,no,no,cellular,1266,42,487,46,failure,yes
2008-06-23,19,student,single,secondary,no,1803,no,no,cellular,124,1,105,1,failure,no
2010-07-22,27,services,single,secondary,yes,-1,no,no,cellular,60,2,-1,0,,no
2010-02-04,53,management,married,primary,no,995,no,no,cellular,200,3,-1,0,,no
2010-10-22,30,technician,single,tertiary,no,411,no,no,cellular,127,3,149,2,failure,yes
2010-07-18,33,blue-collar,single,secondary,no,2668,yes,no,cellular,187,1,-1,0,,no
2010-05-06,30,technician,married,secondary,no,616,yes,no,cellular,19,1,-1,0,,no
2008-07-14,27,housemaid,married,primary,yes,-238,no,no,cellular,132,4,-1,0,,no
2008-05-29,54,admin.,married,secondary,no,426,yes,no,,205,1,-1,0,,no
2008-06-19,51,admin.,married,secondary,no,884,no,no,,50,1,-1,0,,no
2008-09-16,39,admin.,divorced,secondary,no,112,no,no,cellular,574,3,-1,0,,yes
2008-11-17,52,technician,married,,no,0,yes,no,cellular,136,1,-1,0,,no
2008-05-29,45,blue-collar,married,primary,no,19,yes,no,,33,2,-1,0,,no
2009-05-13,44,services,divorced,secondary,no,0,yes,yes,,97,1,-1,0,,no
2008-11-20,37,blue-collar,single,secondary,no,3572,yes,yes,cellular,341,2,-1,0,,no
2008-05-09,33,blue-collar,single,secondary,no,687,yes,no,,174,1,-1,0,,no
2009-11-20,39,unemployed,single,tertiary,no,7,yes,no,cellular,931,4,-1,0,,yes
2010-05-28,27,admin.,single,secondary,no,242,yes,yes,,83,1,-1,0,,no
2009-12-01,46,unemployed,married,primary,yes,5624,no,no,cellular,3537,41,565,29,other,no
2009-05-30,36,unemployed,single,tertiary,no,577,yes,no,,155,1,-1,0,,no
2009-07-25,37,services,married,secondary,no,775,no,yes,cellular,1000,1,-1,0,,yes
2010-11-18,49,admin.,married,secondary,no,1323,yes,no,cellular,84,1,-1,0,,no
2009-05-15,49,,married,primary,no,341,yes,yes,,520,2,-1,0,,yes
2010-10-21,69,student,divorced,tertiary,yes,55984,yes,yes,telephone,1473,6,63,8,success,yes
2008-04-20,39,management,married,tertiary,no,894,yes,no,cellular,491,1,326,1,other,no
2009-05-14,55,retired,married,primary,no,-966,no,yes,cellular,104,1,-1,0,,no
2009-05-26,44,retired,married,secondary,no,902,no,no,,206,1,-1,0,,no
2008-06-17,47,admin.,married,secondary,no,726,no,no,,60,3,-1,0,,no
2010-03-20,72,unemployed,single,primary,yes,9380,no,no,telephone,2306,36,129,97,other,no
2010-02-04,31,unemployed,single,primary,no,406,no,no,cellular,736,1,-1,0,,yes
2008-05-26,48,blue-collar,married,secondary,no,1631,yes,no,,51,5,-1,0,,no
2010-02-09,29,technician,single,tertiary,no,673,yes,no,cellular,835,3,-1,0,,yes
2008-06-18,42,blue-collar,married,primary,no,-303,yes,no,,40,3,-1,0,,no
2009-08-08,32,technician,single,tertiary,no,1150,no,no,cellular,31,2,-1,0,,no
2009-06-05,37,entrepreneur,married,,no,983,no,yes,,225,1,-1,0,,no
2008-07-10,28,blue-collar,single,secondary,no,475,no,no,telephone,30,2,-1,0,,no
2010-06-16,41,blue-collar,married,secondary,no,-100,yes,no,,20,21,-1,0,,no
2008-10-17,68,unemployed,single,primary,no,88096,no,no,telephone,139,50,619,78,failure,yes
2010-08-10,28,blue-collar,single,tertiary,no,1984,yes,no,cellular,89,1,98,3,failure,no
2008-06-11,60,housemaid,married,secondary,no,3587,no,no,,133,2,-1,0,,no
2009-05-11,38,blue-collar,single,primary,no,0,yes,no,cellular,284,4,-1,0,,no
2009-08-08,41,technician,single,secondary,no,43,no,no,cellular,420,2,-1,0,,no
2009-05-27,49,technician,married,secondary,no,-353,yes,yes,,123,2,-1,0,,no
2009-05-05,53,blue-collar,married,secondary,no,0,yes,yes,,181,1,-1,0,,no
2009-05-14,34,blue-collar,married,secondary,no,2542,yes,no,cellular,228,1,-1,0,,no
2009-05-12,35,management,single,tertiary,no,244,yes,no,,225,1,-1,0,,no
2009-01-25,50,management,married,tertiary,no,5969,no,no,cellular,455,1,544,2,failure,yes
2009-05-06,44,blue-collar,married,secondary,no,-99,yes,no,,111,2,-1,0,,no
2010-08-28,36,technician,married,secondary,no,4542,yes,no,cellular,76,16,-1,0,,no
2008-05-09,49,services,divorced,secondary,no,315,yes,no,,117,2,-1,0,,no
2008-07-03,33,services,single,secondary,no,1038,no,yes,,108,1,-1,0,,no
2009-06-16,57,management,divorced,,no,0,no,no,,335,3,-1,0,,no
2010-05-06,39,blue-collar,married,secondary,no,285,yes,yes,,209,1,-1,0,,no
2008-06-02,50,blue-collar,married,secondary,no,1985,yes,no,,464,2,-1,0,,no
2009-02-15,37,technician,single,tertiary,no,197,no,no,cellular,531,1,91,2,success,yes
2009-02-02,59,retired,divorced,tertiary,no,979,yes,no,cellular,281,1,-1,0,,no
2010-05-12,41,blue-collar,divorced,secondary,no,139,yes,no,cellular,178,3,370,1,failure,no
2008-05-28,36,blue-collar,married,secondary,no,79,yes,no,,275,2,-1,0,,no
2009-06-05,39,blue-collar,married,primary,no,3127,yes,yes,,451,2,-1,0,,no
2008-01-08,70,retired,married,primary,no,2795,no,no,cellular,301,2,-1,0,,yes
2009-05-14,48,technician,married,secondary,no,427,no,no,,201,1,-1,0,,no
2008-04-17,39,services,married,tertiary,no,0,no,no,cellular,486,2,-1,0,,no
2008-05-26,37,blue-collar,married,secondary,yes,1147,yes,yes,,114,2,-1,0,,no
2010-07-18,32,blue-collar,divorced,secondary,no,473,no,no,cellular,320,1,-1,0,,no
2010-04-08,44,admin.,married,secondary,no,1807,yes,yes,cellular,229,1,313,1,failure,no
2009-11-18,33,services,married,secondary,no,244,yes,no,cellular,231,2,-1,0,,no
2010-06-11,58,admin.,married,primary,no,2232,no,no,,219,1,-1,0,,no
2009-09-18,79,self-employed,divorced,primary,yes,60506,no,no,telephone,3266,61,269,53,failure,no
2008-08-26,52,management,single,tertiary,no,83,no,no,cellular,1223,6,-1,0,,yes
2008-07-14,42,technician,married,secondary,no,682,yes,no,cellular,285,2,-1,0,,no
2010-05-14,46,technician,married,secondary,no,1029,yes,no,,142,1,-1,0,,no
2009-10-29,19,entrepreneur,divorced,primary,no,45349,no,no,telephone,2868,16,243,145,other,yes
2008-04-08,42,blue-collar,married,secondary,no,363,no,no,cellular,101,2,-1,0,,no
2008-01-28,66,retired,married,tertiary,no,908,no,no,cellular,156,2,-1,0,,no
2010-06-05,36,,single,,no,1070,no,no,,346,3,-1,0,,no
2008-10-01,26,student,single,secondary,no,132,no,no,cellular,194,1,119,1,success,yes
2009-05-05,33,management,single,tertiary,no,0,yes,no,telephone,399,2,358,5,other,no
2010-07-21,42,unemployed,married,,no,970,yes,no,telephone,691,10,-1,0,,yes
2010-11-19,31,management,divorced,tertiary,no,883,yes,no,cellular,168,1,-1,0,,no
2010-04-20,35,services,single,secondary,no,155,yes,no,cellular,285,1,-1,0,,no
2010-05-12,28,technician,single,secondary,no,205,yes,no,,92,3,-1,0,,no
2010-05-06,58,retired,married,tertiary,no,0,no,no,,393,1,-1,0,,no
2009-08-25,30,technician,single,secondary,no,276,no,yes,cellular,159,5,-1,0,,no
2008-02-02,33,unemployed,single,tertiary,no,685,yes,no,cellular,105,1,96,2,failure,no
2008-06-20,37,services,married,secondary,no,0,no,no,,12,14,-1,0,,no
2009-05-13,37,management,married,tertiary,no,1852,no,no,cellular,117,2,370,1,failure,no
2008-02-03,48,unemployed,married,secondary,no,11371,yes,no,cellular,109,3,-1,0,,no
2009-01-30,34,technician,divorced,,no,975,yes,no,cellular,263,2,191,1,other,no
2009-05-15,56,admin.,married,secondary,no,2256,yes,no,,171,2,-1,0,,no
2008-06-12,46,management,divorced,secondary,no,270,no,no,,125,1,-1,0,,no
2009-07-08,55,blue-collar,married,secondary,yes,67,no,no,cellular,267,2,-1,0,,no
2009-06-05,33,blue-collar,married,secondary,no,1240,yes,no,,400,2,-1,0,,no
2009-12-22,94,self-employed,divorced,secondary,yes,83782,yes,no,telephone,3392,52,99,48,other,yes
2010-05-08,54,unemployed,married,secondary,no,23,yes,no,,27,3,-1,0,,no
2008-05-30,37,technician,married,secondary,no,490,yes,no,,226,1,-1,0,,no
2010-05-12,46,management,married,tertiary,no,125,yes,no,telephone,81,5,-1,0,,no
2010-09-03,88,retired,married,primary,no,648,no,no,telephone,318,1,-1,0,,no
2008-05-30,31,blue-collar,single,secondary,no,-219,yes,no,,66,2,-1,0,,no
2010-07-26,28,student,single,secondary,no,2015,no,no,cellular,110,2,182,2,failure,no
2008-01-28,43,unemployed,married,primary,yes,12233,yes,no,telephone,4812,40,391,28,other,no
2009-05-23,30,services,single,secondary,no,187,yes,no,,110,1,-1,0,,no
2010-06-26,41,admin.,divorced,secondary,no,303,no,no,,182,2,-1,0,,no
2010-05-07,45,management,married,tertiary,no,103,yes,no,,35,4,-1,0,,no
2008-11-05,42,management,married,tertiary,no,603,yes,no,cellular,298,5,-1,0,,no
2008-11-21,35,management,divorced,tertiary,no,538,yes,no,cellular,109,2,193,4,failure,no
2009-05-27,27,admin.,single,secondary,no,0,yes,no,,265,1,-1,0,,no
2010-06-29,45,technician,married,tertiary,no,2699,yes,no,cellular,264,4,-1,0,,no
2009-02-03,54,blue-collar,married,secondary,no,5372,yes,no,telephone,221,2,-1,0,,no
2010-05-08,39,blue-collar,married,primary,no,830,yes,no,,246,2,-1,0,,no
2010-07-11,31,blue-collar,divorced,secondary,no,916,yes,yes,cellular,172,2,-1,0,,no
2010-07-29,47,management,married,tertiary,no,24312,yes,no,cellular,187,3,-1,0,,no
2010-05-15,30,blue-collar,married,primary,no,0,yes,no,cellular,432,1,-1,0,,no
